,Prd Date,Case Number,road,intersection,number injured,fatal indicator,local codes,Day of Week,Time,"Contributing Factor Primary
",Contributing Factor Secondary,CTV
251,04/07/2022,S8S120F9WZJJ,NEWFIELD DEPOT ROAD,ADAMS ROAD,0,N,S22-04485,THURSDAY,00:30,27,77,5557
252,04/08/2022,S8S112FB27R0,JACKSONVILLE ROAD,,0,N,,FRIDAY,16:57,04,77,5558
253,04/09/2022,S8S119FB5XGZ,RIDGE ROAD,,0,N,S22-04594,SATURDAY,20:02,61,77,5556
254,04/11/2022,S8S113FB9N25,WEST DANBY ROAD,,0,N,S22-04640,MONDAY,23:50,61,77,5551
255,04/12/2022,S8S115FBH805,UNNAMED STREET,,0,N,S22-04727,Tuesday,17:11,18,77,5555
256,04/13/2022,S8S115FBLM3C,STATE HIGHWAY 79,,0,N,S22-04772,WEDNESDAY,19:25,61,77,5553
257,04/13/2022,S8S119FBJSFL,PERU SOUTH LANSING ROAD,,0,N,S22-04745,WEDNESDAY,06:06,61,77,5554
258,04/13/2022,S8S112FBLB1M,DRYDEN ROAD,RINGWOOD ROAD,0,N,S22-04769,Wednesday,17:17,09,77,5552
259,04/15/2022,S8SGT 2FBWJCR,CLARK STREET EXTENSION,LICK ST,0,N,S22-04857,FRIDAY,19:39,13,99,5554
260,04/15/2022,S8S113FBR8TV,BUNDY ROAD,,0,N,S22-04827,FRIDAY,06:15,61,77,5555
261,04/15/2022,S8S112FBRMJ6,PARKING LOT,,0,N,S22-04837,Friday,08:49,03,04,5523
262,04/16/2022,S8S113FBW3PC,PARKING LOT,CINEMA DRIVE,0,N,S22-04879,Saturday,11:01,04,77,5523
263,04/16/2022,S8S112FBWFL0,NORTH TRIPHAMMER ROAD,,0,N,S22-04884,Saturday,13:26,18,77,5523
264,04/16/2022,S8S112FBW5J1,PERU SOUTH LANSING ROAD,,0,N,S22-04880,SATURDAY,11:25,08,04,5554
265,04/17/2022,S8S114FC1VN9,AUBURN ROAD,,1,N,S22-04936,SUNDAY,22:33,61,05,5556
266,04/18/2022,S8S109FC2V01,EAST SHORE DRIVE,,0,N,S22-04953,MONDAY,06:28,61,77,5523
267,04/18/2022,S8S109FC5P5K,RIDGE ROAD,,0,N,S22-04976,MONDAY,23:18,02,61,5556
268,04/19/2022,S8S119FC5CDN,CODDINGTON ROAD,GERMAN CROSS ROAD,0,N,S22-04978,TUESDAY,00:38,12,66,5551
269,04/19/2022,S8S111FC6RWK,NORTH TRIPHAMMER ROAD,,1,N,S22-04986,Tuesday,11:45,60,99,5523
270,04/19/2022,S8S111FC6GHS,MAIN STREET,UPPER CREEK ROAD,0,N,S22-04983,TUESDAY,09:30,66,77,5552
271,04/19/2022,S8DEP3FCWN4D,SLATERVILLE ROAD,,0,N,S22-04977,TUESDAY,00:14,99,77,5555
272,04/19/2022,S8S119FC87LD,SALT ROAD,,0,N,S22-05006,TUESDAY,22:54,66,77,5554
273,04/19/2022,S8S109FC89RJ,WHITE CHURCH ROAD,,0,N,S22-05007,TUESDAY,23:10,66,47,5550
274,04/20/2022,S8S112FCBPKS,DANBY ROAD,,1,N,S22-05044,Wednesday,16:59,04,09,5555
275,04/20/2022,S8S111FC9WW5,LOWER CREEK ROAD,,0,N,S22-05027,WEDNESDAY,10:30,61,77,5552
276,04/20/2022,S102FCC751,HALSEYVILLE ROAD,,0,N,S22-05050,WEDNESDAY,20:41,61,77,5558
277,04/21/2022,S8S119FCGCGC,PERUVILLE ROAD,,0,N,S22-05097,THURSDAY,20:52,61,77,5554
278,04/22/2022,S8S116FCHP3J,MAIN STREET,,0,N,S22-05119,FRIDAY,06:12,61,77,5557
279,04/22/2022,S8DEP3FCL2F2,AUBURN ROAD,,1,N,S22-05154,FRIDAY,22:32,02,77,5556
280,04/23/2022,S8S113FCLT2B,STATE HIGHWAY 96,,0,N,S22-05161,SATURDAY,05:42,61,77,5558
281,04/24/2022,S8S115FCRB8M,NORTH TRIPHAMMER ROAD,WATERWAGON RD,1,N,S22-05231,Sunday,15:51,07,04,5556
282,04/25/2022,S8S112FCVFGD,WARREN ROAD,,0,N,S22-05276,Monday,15:08,04,09,5523
283,04/27/2022,S8S119FD1KT4,CODDINGTON ROAD,,0,N,S22-05357,WEDNESDAY,05:57,61,77,5550
284,04/30/2022,S8S108FDD32J,STATE HIGHWAY 96,,0,N,S22-05542,Saturday,12:21,18,77,5558
285,05/01/2022,S8S115FDJ5JB,ELMIRA ROAD,,0,N,S22-05604,SUNDAY,19:06,61,77,5557
286,05/02/2022,S8S115FDMJKB,STATE HIGHWAY 227,,0,N,S22-05653,MONDAY,20:14,61,77,5558
287,05/02/2022,S8S116FDKCJN,348 CODDINGTON ROAD,,0,N,S22-05625,Monday,03:54,77,77,5555
288,05/03/2022,S8S119FDNT77,NELSON ROAD,,0,N,S22-05668,TUESDAY,06:18,61,77,5551
289,05/03/2022,S8S119FDPR08,PARKING LOT,,0,N,S22-05680,Tuesday,13:15,99,77,5523
290,05/03/2022,S8S115FDQW2X,MECKLENBURG ROAD,,0,N,S22-05693,TUESDAY,21:19,27,02,5555
291,05/03/2022,S8S115FDPHWL,AUBURN ROAD,,1,N,S22-05675,TUESDAY,10:59,04,99,5556
292,05/04/2022,S8S119FDTJCG,DRIVEWAY,,0,N,S22-05721,Wednesday,17:35,99,77,5555
293,05/04/2022,S8S112FDV5D7,HILLCREST ROAD,STORMY VIEW DRIVE,0,N,S22-05733,WEDNESDAY,22:06,61,77,5556
294,05/05/2022,S8S113FDWLD5,BROOKTONDALE ROAD,SLATERVILLE ROAD,0,N,S22-05748,Thursday,08:48,09,77,5550
295,05/05/2022,S8S113FDW3FW,VANKIRK ROAD,,0,N,S22-05744,THURSDAY,04:56,61,77,5557
296,05/05/2022,S8S109FDZC2D,3120 NORTH TRIPHAMMER ROAD,,0,N,S22-05780,Thursday,21:57,18,77,5556
297,05/05/2022,S8S113FDX1ZJ,GROTON ROAD,BROOKLYN ROAD,0,N,S22-05758,Thursday,12:14,07,77,5521
298,05/06/2022,S8S109FF2S0J,SNYDER HILL ROAD,,0,N,S22-05826,FRIDAY,23:26,05,77,5552
299,05/07/2022,S8S106FF44CR,40 CATHERWOOD (TARGET),,0,,S22-05840,Saturday,,,,5523
300,05/08/2022,S8S113FF7SC8,NORTH TRIPHAMMER ROAD,TRIPHAMMER TERRACE,0,N,S22-05892,Sunday,13:15,07,77,5556
301,05/08/2022,S8S109FF88B7,40 CATHERWOOD ROAD,,0,N,S22-05896,Sunday,16:53,18,99,5523
302,05/09/2022,S8S112FFC8DD,68 PINCKNEY ROAD,,0,N,S22-05950,MONDAY,15:10,15,77,5552
303,05/09/2022,S8S119FF9ZZV,TAUGHANNOCK BOULEVARD,,0,N,S22-05919,MONDAY,06:00,61,77,5558
304,05/10/2022,S8S120FFFC0W,WEST DANBY ROAD,,0,N,S22-05973,TUESDAY,06:50,67,77,5557
305,05/11/2022,S8S105FFKVZM,MECKLENBURG ROAD,SHEFFIELD RD,0,N,S22-06054,Wednesday,17:00,07,77,5553
306,05/11/2022,S8S109FFKV83,STATE HIGHWAY 13,,1,N,S22-06051,WEDNESDAY,15:50,08,10,5552
307,05/11/2022,S80K91FFK5SX,MAIN STREET,,1,N,S22-06038,Wednesday,11:23,64,77,5552
308,05/12/2022,S8S108FFNKX4,ELMIRA ROAD,,3,N,S22-06093,Thursday,13:11,07,04,5557
309,05/13/2022,S80K91FFSC51,ELMIRA ROAD,,0,N,S22-06151,Friday,17:26,18,77,5557
310,05/14/2022,S8DEP3FFTQ2D,GULF HILL ROAD,SWEETLAND RD & GULF HILL RD,0,N,S22-06168,SATURDAY,01:31,02,27,5552
311,05/14/2022,S8S112FFVZRR,PARKING LOT,,0,N,S22-06182,Saturday,13:01,09,77,5523
312,05/15/2022,S8S119FFXVFX,WEST KING ROAD,,0,N,S22-06214,SUNDAY,01:53,19,99,5555
313,05/15/2022,S8S107FFZRQG,N. TRIPHAMMER ON RAMP,TRIPHAMMER RD,0,N,S22-06225,Sunday,10:08,04,09,5523
314,05/16/2022,S8S108FG3JMW,NORTH TRIPHAMMER ROAD,RAMP,0,N,S22-06280,Monday,14:31,18,77,5523
315,05/17/2022,S8S120FG5R1Q,ELMIRA ROAD,,0,N,S22-06315,TUESDAY,06:40,61,77,5557
316,05/17/2022,S109FG75JP,13 NORTH & NORTH TRIPHAMMER RO,,0,N,S22-06342,Tuesday,17:32,20,77,5523
317,05/18/2022,S8S112FG99C1,PERUVILLE ROAD,SCOFIELD,3,N,S22-06371,Wednesday,09:25,07,17,5556
318,05/19/2022,S8S115FGFL5N,AUBURN ROAD,WOODSEDGE DRIVE,1,N,S22-06438,Thursday,17:51,09,04,5556
319,05/19/2022,S8S111FGDD6Q,AUBURN ROAD,NEWMAN ROAD,0,N,S22-06412,Thursday,08:45,13,77,5556
320,05/20/2022,S8S119FGJBZ9,NORTH TRIPHAMMER ROAD,,0,N,S22-06477,FRIDAY,14:40,61,77,5523
321,05/20/2022,S8S118FGK874,TRUMANSBURG ROAD,,0,N,S22-06492,FRIDAY,21:33,61,77,5558
322,05/20/2022,S8S119FGGNDV,ELMIRA ROAD,,0,N,S22-06455,FRIDAY,02:06,61,77,5557
323,05/20/2022,S8S112FGK8JJ,DANBY ROAD,,0,N,S22-06489,FRIDAY,20:43,61,77,5551
324,05/22/2022,S8S119FGPJ22,TAUGHANNOCK BOULEVARD,,0,N,S22-06549,SUNDAY,05:26,61,77,5558
325,05/23/2022,S8S120FGTBFN,ELMIRA ROAD,WEST DANBY ROAD,0,N,S22-06583,MONDAY,09:50,61,77,5555
326,05/23/2022,S8S120FGSZ41,SANDBANK ROAD,,0,N,S22-06576,MONDAY,06:50,61,77,5551
327,05/24/2022,S8S119FGZMTC,EAST SHORE DRIVE,,0,N,S22-06640,TUESDAY,18:27,61,77,5556
328,05/24/2022,S8S120FGXV0H,LOWER ROBERT TREMAN PARK ROAD,,0,N,S22-06627,Tuesday,12:15,77,77,5555
329,05/25/2022,S8S119FH1HGF,DANBY ROAD,,0,N,S22-06673,WEDNESDAY,08:15,61,77,5555
330,05/25/2022,S80K91FH2T09,GRAHAM ROAD,,0,N,S22-06694,Wednesday,17:38,03,77,5556
331,05/25/2022,S8S114FH28SC,JUDD FALLS ROAD,MCINTYRE PLACE,0,N,S22-06684,Wednesday,13:41,07,69,5555
332,05/25/2022,S8S118FH2HLQ,DANBY ROAD,,0,N,S22-06886,WEDNESDAY,15:20,08,27,5551
333,05/26/2022,S80K91FH5Q47,PERUVILLE ROAD,SCOFIELD ROAD,0,N,S22-06751,Thursday,15:43,07,77,5552
334,05/26/2022,S80K91FH5WL7,BURNS ROAD,SLATERVILLE ROAD,0,N,S22-06753,Thursday,17:05,09,77,5555
335,05/27/2022,S8SLTDFHFXFN,EAST MILLER ROAD,,1,N,S22-06800,FRIDAY,16:45,02,19,5551
336,05/27/2022,S109FH7P2Q,WEST DANBY ROAD,,0,N,S22-06774,FRIDAY,05:53,61,77,5551
337,05/28/2022,S8DEP3FHBM5R,BOSTWICK ROAD,,0,N,S22-06830,SATURDAY,02:41,02,19,5553
338,05/28/2022,S8S115FHF533,HONNESS LANE,,0,N,S22-06854,SATURDAY,23:06,04,77,5555
339,05/29/2022,S8S107FHH02R,DRYDEN ROAD,,0,N,S22-06876,SUNDAY,13:18,61,77,5552
340,05/31/2022,S8S120FHNMHH,ELMIRA ROAD,,0,N,S22-06948,Tuesday,07:40,18,77,5557
341,06/01/2022,S8S113FKD5P1,TRUMANSBURG ROAD,IRADELL ROAD,1,N,S22-07013,WEDNESDAY,11:59,99,77,5558
342,06/01/2022,S8S113FHS676,ELLIS HOLLOW CREEK ROAD,,0,N,S22-07006,Wednesday,09:57,13,13,5552
343,06/01/2022,S8S113FHS1WS,MCLEAN CORTLAND ROAD,,0,N,S22-07003,WEDNESDAY,08:49,61,77,5554
344,06/01/2022,S8S108FHRVCS,TRUMANSBURG ROAD,DUBOIS ROAD,1,N,S22-07000,Wednesday,07:59,07,77,5555
345,06/01/2022,S8S113FHSBML,RIDGE ROAD,,0,N,S22-07011,WEDNESDAY,10:59,04,77,5556
346,06/01/2022,S80K91FHSWBQ,NORTH STREET,,0,N,S22-07021,Wednesday,15:44,04,09,5552
347,06/02/2022,S80K91FHXWPV,LOCKE ROAD,,0,N,S22-07082,THURSDAY,21:24,61,77,5554
348,06/02/2022,S8S113FHW0P7,MAIN STREET,,0,N,S22-07044,THURSDAY,06:52,61,77,5552
349,06/03/2022,S80K91FJ1TM0,HORVATH DR,NORTH TRIPHAMMER ROAD,0,N,S22-07121,FRIDAY,19:09,18,77,5556
350,06/03/2022,S109FJ2341,TAUGHANNOCK PARK RD & FALLS RD,,0,N,S22-07128,FRIDAY,21:13,04,77,5558
351,06/05/2022,S109FJ7TJ9,MECKLENBURG ROAD,SHEFFIELD ROAD,0,N,S22-07206,Sunday,16:17,07,77,5553
352,06/05/2022,S8S113FJ6J9Z,TAUGHANNOCK BOULEVARD,,0,N,S22-07190,SUNDAY,06:29,61,77,5558
353,06/06/2022,S8S115FJ9NC7,WEST DANBY ROAD,,0,N,S22-07233,MONDAY,06:30,61,77,5557
354,06/08/2022,S80K91FJKHF1,STATE HIGHWAY 13,,1,N,S22-07370,Wednesday,17:01,07,20,5552
355,06/08/2022,S8S113FJJK2R,STATE HIGHWAY 13,STATE ROUTE 366,0,N,S22-07350,Wednesday,10:04,07,77,5552
356,06/09/2022,S8S114FJNZGM,WEST GROTON ROAD,,1,N,S22-07432,THURSDAY,19:15,61,77,5554
357,06/09/2022,S8S118FJNNNP,JACKSONVILLE ROAD,,0,N,S22-07424,THURSDAY,16:38,04,77,5558
358,06/10/2022,S8S112FJQM13,STATE HIGHWAY 13,,0,N,S22-07451,Friday,07:38,20,20,5556
359,06/10/2022,S8S116FJQJNL,UNNAMED STREET,,0,N,S22-07450,Friday,06:35,18,77,5556
360,06/10/2022,S8S112FJRWFV,MORRIS ROAD,,0,N,S22-07477,Friday,16:58,03,77,5552
361,06/10/2022,S8S112FJR9D1,2309 N TRIPHAMMER RD #16A,,0,N,S22-07470,Friday,12:40,18,77,5523
362,06/11/2022,S80K91FJW94T,WHITE CHURCH ROAD,CAROLINE DEPOT ROAD,1,N,S22-07533,Saturday,18:22,07,77,5550
363,06/11/2022,S109FJWGXQ,WEST DANBY ROAD,,0,N,S22-07538,SATURDAY,19:40,61,77,5557
364,06/11/2022,S8S116FJV63M,AUBURN ROAD,,0,N,S22-07521,Saturday,10:14,13,77,5556
365,06/12/2022,S8S115FK059D,STATE HIGHWAY 96,JACKSONVILLE ROAD,0,N,S22-07566,Sunday,16:06,17,77,5558
366,06/12/2022,S8S119FK0HKG,PERU ROAD,,0,N,S22-07569,SUNDAY,18:53,61,77,5554
367,06/13/2022,S8S114FK425Q,STATE HIGHWAY 13,WARREN ROAD,1,N,S22-07620,Monday,21:05,07,04,5523
368,06/13/2022,S8S113FK4FHZ,STATE HIGHWAY 227,,0,N,S22-07623,MONDAY,23:59,61,77,5558
369,06/13/2022,S8S119FK1DQQ,NORTH ROAD,,0,N,S22-07578,MONDAY,01:41,61,77,5552
370,06/14/2022,S8S114FK53J1,RIDGE ROAD,,0,N,S22-07630,TUESDAY,05:11,61,77,5556
371,06/14/2022,S8S113FK5NR3,NORTH TRIPHAMMER ROAD,HORVATH DRIVE,0,N,S22-07633,TUESDAY,07:26,61,77,5556
372,06/14/2022,S8S111FK5S7D,STATE HIGHWAY 13,,1,N,S22-07639,TUESDAY,10:22,04,77,5523
373,06/15/2022,S8S107FK8CZC,AUBURN ROAD,,0,N,S22-07670,WEDNESDAY,05:39,61,77,5556
374,06/15/2022,S8S115FKB54S,DRYDEN ROAD,,0,N,S22-07701,WEDNESDAY,19:15,61,77,5552
375,06/15/2022,S8S115FK991R,NORTH TRIPHAMMER ROAD,STATE HIGHWAY 13,0,N,S22-07687,WEDNESDAY,12:29,04,09,5556
376,06/15/2022,S8S108FK8NWB,TAUGHANNOCK BOULEVARD,GLENWOOD HEIGHTS RD,0,N,S22-07672,WEDNESDAY,07:56,09,77,5555
377,06/16/2022,S8S113FKCVLP,DANBY ROAD,EAST KING ROAD,0,N,S22-07713,THURSDAY,07:43,09,77,5555
378,06/17/2022,S8S113FKG0H5,MIDDAUGH ROAD,BEAVER CREEK ROAD,1,N,S22-07742,FRIDAY,23:25,47,19,5550
379,06/17/2022,S8S113FKH3V4,MAIN STREET,JOHNSON ROAD,0,N,S22-07747,FRIDAY,08:00,07,69,5521
380,06/17/2022,S8S115FKJTSB,ITHACA BEER DRIVE,,0,N,S22-07769,FRIDAY,21:03,03,99,5555
381,06/18/2022,S8S115FKNCK1,PERUVILLE ROAD,,0,N,S22-07806,SATURDAY,23:39,61,77,5556
382,06/19/2022,S8S119FKZN0P,NORTH TRIPHAMMER ROAD,,0,N,S22-07827,SUNDAY,16:07,99,99,5523
383,06/20/2022,S8S111FKSQQG,PERU SOUTH LANSING ROAD,,0,N,S22-07849,MONDAY,08:14,09,77,5520
384,06/20/2022,S8S109FKV0FZ,ELMIRA ROAD,SANBANK ROAD,0,N,S22-07871,MONDAY,17:59,09,77,5555
385,06/20/2022,S8S120FKT1NF,ELMIRA ROAD,SAND BANK ROAD,0,N,S22-07852,MONDAY,10:45,18,77,5555
386,06/21/2022,S8S115FKXW88,DOUGLAS ROAD,,0,N,S22-07912,TUESDAY,14:50,61,77,5557
387,06/21/2022,S8S107FKWJ1J,COBB STREET,,0,N,S22-07889,TUESDAY,05:07,61,77,5554
388,06/21/2022,S8S108FKWT6Z,CAYUGA RIDGE PARKING LOT,,0,N,S22-07892,TUESDAY,07:04,18,77,5555
389,06/21/2022,S8S115FKZFVM,SHAFFER ROAD,,0,N,S22-07924,TUESDAY,19:25,02,99,5557
390,06/22/2022,S8S107FL10W2,757 WARREN RD,,1,N,S22-07943,WEDNESDAY,06:11,69,77,5523
391,06/22/2022,S8S115FL2FN1,WEST DANBY ROAD,,0,N,S22-07976,WEDNESDAY,17:51,18,77,5551
392,06/23/2022,S8S113FL4LXN,PERU SOUTH LANSING ROAD,,0,N,S22-08000,THURSDAY,10:17,13,77,5554
393,06/23/2022,S8S108FL50KG,DRIVEWAY,,0,N,S22-08006,THURSDAY,13:30,,,5552
394,06/24/2022,S8S114FL8GJD,NORTH TRIPHAMMER ROAD,,0,N,S22-08050,FRIDAY,15:11,03,99,5523
395,06/24/2022,S8DEP3FL9C3G,WEST DANBY ROAD,,3,N,S22-08069,FRIDAY,19:30,02,19,5557
396,06/24/2022,S8S115FL8KDC,SANDBANK ROAD,,0,N,S22-08053,FRIDAY,15:46,61,77,5555
397,06/24/2022,S8S121FL955R,TAUGHANNOCK BOULEVARD,,0,N,S22-07080,FRIDAY,20:32,61,77,5558
398,06/24/2022,S8S109FL9JQ8,RIDGE ROAD,LANSING STATION ROAD,0,N,S22-08076,FRIDAY,22:47,61,77,5556
399,06/25/2022,S81203FLBC0R,BRADSHAW ROAD,,0,N,S22-08085,SATURDAY,05:30,61,77,5552
400,06/25/2022,S8DEP2FQNRFX,ELMIRA ROAD,,1,N,S22-08083,SATURDAY,02:48,12,77,5555
401,06/26/2022,S8S109FLHGM0,BLACK OAK ROAD,,0,N,S22-08141,SUNDAY,19:29,60,04,5553
402,06/27/2022,S8S109FLLV24,PERUVILLE ROAD,,0,N,S22-08182,MONDAY,21:10,61,77,5554
403,06/28/2022,S8S116FLQCZL,AUBURN ROAD,,1,N,S22-08236,TUESDAY,23:04,02,19,5556
404,06/29/2022,S8S113FLRS7G,CREST LANE,,0,N,S22-08259,WEDNESDAY,10:15,03,77,5555
405,06/29/2022,S8S112FLSHQM,MOUNT PLEASANT ROAD,BAKER HILL ROAD,1,N,S22-08271,WEDNESDAY,15:39,07,77,5552
406,06/29/2022,S8S111FLS0MC,WEST DANBY ROAD,DECKER ROAD,3,N,S22-08263,WEDNESDAY,11:50,07,77,5557
407,06/29/2022,S8S112FLRP8B,NORTH TRIPHAMMER ROAD,,0,N,S22-08257,WEDNESDAY,09:49,04,77,5523
408,06/29/2022,S8S113FLRVLV,NORTH TRIPHAMMER ROAD,,0,N,S22-08261,WEDNESDAY,10:35,61,77,5556
409,06/29/2022,S8DEP1FP6F60,MOUNT PLEASANT ROAD,BAKER HILL ROAD,1,N,S22-08271,WEDNESDAY,15:39,07,77,5552
410,07/01/2022,S8S112FM1RVH,2300 NORTH TRIPHAMMER ROAD,,0,N,S22-08376,FRIDAY,22:10,02,07,5556
411,07/01/2022,S8S109FM1Z3H,SCHOOL STREET,,0,N,S22-08378,FRIDAY,22:59,22,17,5521
412,07/02/2022,S81203FM4SCQ,CORTLAND ROAD,,0,N,S22-08423,SATURDAY,20:53,61,77,5554
413,07/02/2022,S8S111FM3H2K,RIDGE ROAD,BRICKYARD,1,N,S22-08404,SATURDAY,10:54,07,77,5556
414,07/03/2022,S8S108FM738R,PARKING LOT,,0,N,S22-08448,SUNDAY,14:19,04,77,5523
415,07/03/2022,S8DEP3FM8KQ1,W DRYDEN RD,ASBURY RD,0,N,S22-08469,SUNDAY,23:22,02,18,5552
416,07/04/2022,S8S114FMBQJ5,TAUGHANNOCK BOULEVARD,,0,N,S22-08490,MONDAY,17:28,04,09,5558
417,07/04/2022,S8S102FMCBF0,DRYDEN ROAD,,0,N,S22-08497,MONDAY,21:57,61,77,5552
418,07/05/2022,S8S114FMFDKB,LOWER CREEK ROAD,DRYDEN ROAD,0,N,S22-08531,TUESDAY,13:22,09,77,5552
419,07/05/2022,S8S116FMD8ZK,SLATERVILLE ROAD,,0,N,S22-08511,TUESDAY,03:45,61,77,5550
420,07/05/2022,S8S109FMGFFQ,RIDGE ROAD,,0,N,S22-08550,TUESDAY,21:06,61,77,5556
421,07/06/2022,S8S115FMK5FJ,DUBOIS ROAD,,0,N,S22-08590,WEDNESDAY,17:25,13,77,5558
422,07/06/2022,S8S107FMK8SG,OLD STAGE ROAD,,0,N,S22-08594,WEDNESDAY,18:29,61,77,5554
423,07/06/2022,S8S113FMJX9S,NORTH TRIPHAMMER ROAD,,0,N,S22-08586,WEDNESDAY,15:39,07,69,5523
424,07/06/2022,S8S119FMHK66,SEARSBURG ROAD,,0,N,S22-08569,WEDNESDAY,05:42,61,77,5558
425,07/07/2022,S80K91FMN998,STATE HIGHWAY 13,,0,N,S22-08639,THURSDAY,16:59,09,77,5552
426,07/07/2022,S8S109FMN36M,STATE HIGHWAY 13,,0,N,S22-08633,THURSDAY,15:37,09,77,5523
427,07/08/2022,S8S120FMQ8H2,BARNES HILL ROAD,,1,N,S22-07154,FRIDAY,05:30,19,77,5557
428,07/08/2022,S8S119FMQ298,DANBY ROAD,,1,N,S22-08662,FRIDAY,06:31,61,77,5555
429,07/10/2022,S8S112FMZG04,EAST SHORE BURDICK HILL,BURDICK HILL,0,N,S22-08787,SUNDAY,14:06,61,77,5523
430,07/12/2022,S8S119FN45HS,TRUMANSBURG ROAD,,0,N,S22-08877,TUESDAY,01:19,61,77,5555
431,07/12/2022,S8S116FN6VQQ,RIDGE ROAD,,0,N,S22-08909,TUESDAY,21:15,61,77,5556
