,Prd Date,Case Number,road,intersection,number injured,fatal indicator,local codes,Day of Week,Time,"Contributing Factor Primary
",Contributing Factor Secondary,CTV
32,01/13/2022,S8S111F10JCM,FALL CREEK ROAD,,0,N,S22-00547,THURSDAY,18:40,61,77,5552
33,01/14/2022,S8S113F136FJ,STATE HIGHWAY 392,ORION DRIVE,0,N,S22-00590,FRIDAY,14:37,19,77,5552
34,01/14/2022,S8S106F122R1,CODDINGTON ROAD,,1,N,S22-00571,FRIDAY,06:21,66,77,5550
35,01/15/2022,S8S115F161BW,WEST DANBY ROAD,,0,N,S22-00628,SATURDAY,12:10,64,77,5557
36,01/15/2022,S8S107F16RDD,SLATERVILLE ROAD,,0,N,S22-00637,SATURDAY,17:48,61,77,5550
37,01/16/2022,S8S113F1BHV9,EAST SHORE DRIVE,BURDICK HILL ROAD,0,N,S22-00679,SUNDAY,21:45,66,77,5556
38,01/17/2022,S8S113F1CHWQ,101 DATES DR,,0,N,S22-00686,Monday,05:04,03,77,5555
39,01/18/2022,S8S114F1J413,GASLIGHT VILLAGE,,0,N,S22-00741,Tuesday,15:18,66,99,5523
40,01/18/2022,S8S107F1J3HB,ENFIELD MAIN ROAD,,0,Y,S22-00740,TUESDAY,15:18,11,10,5553
41,01/18/2022,S8S114F1J7HH,RIDGE ROAD,,0,N,S22-00745,Tuesday,16:30,66,99,5556
42,01/18/2022,S8S113F1JLX8,DRYDEN ROAD,,0,N,S22-00753,TUESDAY,19:12,04,77,5552
43,01/19/2022,S80K91F1L1BX,DRYDEN ROAD,,0,N,S22-00766,WEDNESDAY,06:07,66,77,5552
44,01/19/2022,S8S113F1M3JZ,STATE HIGHWAY 13,WARREN ROAD,0,N,S22-00798,Wednesday,14:00,09,77,5523
45,01/19/2022,S8S118F1MT23,DANBY ROAD,WEST MILLER ROAD,0,N,S22-00811,WEDNESDAY,19:24,61,77,5551
46,01/19/2022,S8S113F1LM2C,FALL CREEK ROAD,HERMAN ROAD,0,N,S22-00778,Wednesday,10:20,20,13,5552
47,01/21/2022,S8S106F1S0K6,DANBY ROAD,,2,N,S22-00883,FRIDAY,02:52,66,77,5551
48,01/21/2022,S8S106F1SFDH,WEST DANBY ROAD,,0,N,S22-00885,FRIDAY,05:59,66,77,5551
49,01/21/2022,S8S111F1V3GN,PERU SOUTH LANSING ROAD,,0,N,S22-000918,FRIDAY,18:31,61,77,5552
50,01/21/2022,S8S107F1TP4F,SANDBANK ROAD,,0,N,S22-00900,Friday,15:33,27,77,5555
51,01/21/2022,S8S118F1V4CP,ELMIRA ROAD,,0,N,S22-00919,FRIDAY,18:54,66,77,5555
52,01/21/2022,S8S107F1TXF8,DANBY ROAD,,0,N,S22-00913,FRIDAY,17:27,61,77,5555
53,01/22/2022,S8S109F1X090,PERU SOUTH LANSING ROAD,,0,N,S22-00951,SATURDAY,12:00,61,77,5556
54,01/23/2022,S8S107F228L0,SLATERVILLE ROAD,BURNS RD,0,N,S22-01016,Sunday,16:33,19,66,5555
55,01/23/2022,S8S112F22491,TRUMANSBURG ROAD,IRADELL ROAD,0,N,S22-01013,SUNDAY,15:40,66,77,5558
56,01/23/2022,S8S107F22DGD,DRYDEN HARFORD ROAD,,0,N,S22-01022,SUNDAY,17:46,61,77,5552
57,01/23/2022,S8S107F229FW,SLATERVILLE ROAD,BURNS RD,0,N,S22-01019,Sunday,16:33,19,66,5555
58,01/24/2022,S8S107F25KM2,MIDLINE ROAD,,0,N,S22-01067,MONDAY,17:35,19,66,5552
59,01/25/2022,S8S115F27DQL,ELMIRA ROAD,,0,N,S21-01085,TUESDAY,06:30,61,77,5557
60,01/25/2022,S8S114F296GK,SPRING STREET EXTENSION,,1,N,S22-01124,TUESDAY,20:40,13,99,5554
61,01/25/2022,S8S119F29163,EAST MAIN STREET,,0,N,S22-01122,Tuesday,19:33,27,16,5524
62,01/26/2022,S8S113F2C79D,BROWN ROAD,THORNWOOD DRIVE,0,N,S22-01148,Wednesday,11:57,07,77,5523
63,01/26/2022,S8S108F2BM7F,WEST DANBY ROAD,,0,N,S22-01137,Wednesday,07:00,61,09,5551
64,01/27/2022,S8S111F2GW6P,SLATERVILLE ROAD,,0,N,S22-01207,Thursday,15:05,60,77,5550
65,01/27/2022,S8S113F2FW46,NORTH STREET,ELLIS DRIVE,0,N,S22-01190,Thursday,07:46,09,77,5552
66,01/27/2022,S8S111F2HLHM,DRYDEN ROAD,,0,N,S22-01223,THURSDAY,21:01,61,77,5520
67,01/27/2022,S8S118F2HKJX,MECKLENBURG ROAD,,0,N,S22-01222,THURSDAY,20:33,61,77,5555
68,01/27/2022,S8S111F2H9RT,SLATERVILLE ROAD,,0,N,S22-01213,THURSDAY,18:30,61,77,5550
69,01/28/2022,S8S111F2LLBZ,PERU SOUTH LANSING ROAD,,0,N,S22-01279,FRIDAY,19:16,61,77,5552
70,01/28/2022,S8DEP1F2NTM3,WEST DANBY ROAD,ELMIRA ROAD,1,N,S22-01285,FRIDAY,22:33,02,19,5555
71,01/28/2022,S8S115F2JWD2,TRUMANSBURG ROAD,WOOLF LANE,0,N,S22-01248,Friday,06:18,13,77,5555
72,01/28/2022,S8S113F2KRJQ,ELLIS HOLLOW ROAD,,0,N,S22-01265,FRIDAY,12:53,61,77,5552
73,01/28/2022,S80K91F2JD61,CREAMERY ROAD,,0,N,S22-01240,FRIDAY,02:34,18,77,5550
74,01/29/2022,S80K91F2MJ54,CAYUGA STREET,,0,N,S22-01292,Saturday,02:33,61,77,5524
75,01/29/2022,S8S116F2PGHW,MILLARD HILL ROAD,BURDGE HILL ROAD,3,N,S22-01315,SATURDAY,04:46,61,77,5557
76,01/29/2022,S8S119F2Q2W8,RIDGE ROAD,,0,N,S22-01326,SATURDAY,21:29,61,77,5556
77,01/29/2022,S8S108F2NLN2,DANBY ROAD,,0,N,S22-01306,Saturday,10:11,09,77,5551
78,01/30/2022,S8S119F2SV8M,COLD SPRINGS ROAD,,0,N,S22-01357,SUNDAY,18:34,61,61,5558
79,01/30/2022,S81203F2SV4G,STATE HIGHWAY 13,,1,N,S22-01361,Sunday,18:19,64,13,5523
80,01/31/2022,S81203F2X1XB,HALSEYVILLE ROAD,,0,N,S22-01416,MONDAY,18:01,61,77,5558
81,01/31/2022,S8S113F2VPH1,SLATERVILLE ROAD,FULLER LANE,0,N,S22-01394,Monday,08:02,03,77,5550
82,02/01/2022,S8S113F30NBT,DRYDEN ROAD,STATE ROUTE 366 (DRYDEN ROAD),2,N,S22-01459,Tuesday,13:48,07,77,5552
83,02/01/2022,S8S118F318H3,TROY ROAD,,0,N,S22-01466,TUESDAY,18:16,61,77,5551
84,02/01/2022,S8S111F31B89,FALL CREEK ROAD,,0,N,S22-01464,Tuesday,18:01,13,08,5521
85,02/02/2022,S80K91F32VFV,MILLARD HILL ROAD,,0,N,S22-01487,WEDNESDAY,06:27,61,77,5557
86,02/02/2022,S8S116F33NTJ,NORTH STREET,ELLIS DRIVE,0,N,S22-01510,Wednesday,12:29,07,07,5552
87,02/02/2022,S8S111F34RX9,TURKEY HILL ROAD,,0,N,S22-01523,WEDNESDAY,20:37,61,77,5552
88,02/02/2022,S8S119F34FQ2,RIDGE ROAD,,0,N,S22-01521,WEDNESDAY,18:26,61,77,5556
89,02/02/2022,S8S113F331H4,ELMIRA ROAD,TRUMBULLS CORNERS ROAD,0,N,S22-01488,Wednesday,07:22,07,77,5557
90,02/03/2022,S8S112F37776,CATHERWOOD ROAD,THE LOOP RD,0,N,S22-01553,Thursday,14:57,66,77,5523
91,02/03/2022,S8S111F37G4S,WHITE CHURCH ROAD,,0,N,S22-01558,THURSDAY,16:48,66,77,5550
92,02/03/2022,S8S111F379LV,WHITE CHURCH ROAD,CAROLINE DEPOT RD,0,N,S22-01554,THURSDAY,14:40,26,13,5550
93,02/04/2022,S8S107F3B7V7,PARKING LOT 806 DRYDEN RD,,0,N,S22-01578,Friday,13:26,03,77,5552
94,02/05/2022,S8S107F3G4SG,DANBY ROAD,,0,N,S22-01622,SATURDAY,19:03,61,77,5555
95,02/05/2022,S8S106F3DH3J,SLATERVILLE ROAD,,0,N,S22-01605,SATURDAY,06:14,26,77,5552
96,02/05/2022,S8DEP2F3RHHC,DANBY ROAD,,0,N,S22-01742,SATURDAY,19:03,61,77,5555
97,02/05/2022,S8DEP3F7WN57,CORTLAND ROAD,BAHAR DRIVE,0,N,S22-01613,Saturday,12:41,09,77,5552
98,02/07/2022,S8S114F3NJS4,ELLIS HOLLOW ROAD,,0,N,S22-01717,MONDAY,18:49,61,77,5552
99,02/07/2022,S8S113F3LVXW,TRUMANSBURG ROAD,,1,N,S22-01693,Monday,06:18,09,77,5555
100,02/07/2022,S8S114F3NG43,PERU ROAD,,0,N,S22-01714,MONDAY,18:16,61,77,5554
101,02/07/2022,S8S114F3N5HT,DRYDEN ROAD,,1,N,S22-01710,Monday,15:44,09,07,5552
102,02/07/2022,S8S106F3LS3N,STATE HIGHWAY 34,,0,N,S22-01692,MONDAY,05:32,61,77,5556
103,02/08/2022,S8S115F3RPT9,ASBURY ROAD,,0,N,S22-01756,TUESDAY,06:46,61,77,5556
104,02/08/2022,S8S114F3RK1P,STATE HIGHWAY 96,HALSEYVILLE ROAD,0,N,S22-01748,Tuesday,17:46,07,77,5558
105,02/08/2022,S8S114F3RSB6,STATE HIGHWAY 227,,0,N,S22-01754,TUESDAY,18:04,25,61,5558
106,02/08/2022,S80K91F3PMCW,CLARK STREET,,0,N,S22-01732,Tuesday,01:57,27,77,5522
107,02/09/2022,S8S116F3V06W,DRYDEN ROAD,GEORGE ROAD,0,N,S22-01780,Wednesday,11:29,07,77,5552
108,02/09/2022,S8S116F3TP32,CORTLAND ROAD,,1,N,S22-01776,Wednesday,09:16,09,77,5552
109,02/09/2022,S8S114F3VM3K,TRUMANSBURG ROAD,HARRIS B DATES DR,0,N,S22-01790,Wednesday,16:27,07,13,5555
110,02/09/2022,S8S116F3TJ68,DRYDEN ROAD,,0,N,S22-01775,Wednesday,08:21,09,77,5552
111,02/10/2022,S8S115F3WM0M,DANBY ROAD,,0,N,S22-01802,THURSDAY,23:49,61,77,5551
112,02/10/2022,S8S112F402CP,RIDGE ROAD,,0,N,S22-01861,THURSDAY,18:11,61,77,5556
113,02/10/2022,S8S111F3Z5N5,IRISH SETTLEMENT ROAD,FERGUSON RD,0,N,S22-01833,THURSDAY,11:35,61,77,5552
114,02/11/2022,S81203F43FCH,THE LOOP RD,THE LOOP RD,0,N,S22-01926,Friday,19:33,09,77,5523
115,02/11/2022,S8S115F41S9H,DANBY ROAD,,0,N,S22-01890,FRIDAY,06:50,61,77,5551
116,02/11/2022,S8S107F43H0C,RIDGE ROAD,,0,N,S22-01928,FRIDAY,20:06,61,77,5556
117,02/11/2022,S81203F4385J,STATE HIGHWAY 13,,0,N,S22-01920,FRIDAY,18:19,61,77,5552
118,02/12/2022,S8S107F46PNL,RIDGE ROAD,,0,N,S22-02011,SATURDAY,20:15,61,77,5556
119,02/12/2022,S8S112F46K2S,MECKLENBURG ROAD,,0,N,S22-02002,SATURDAY,18:59,61,77,5555
120,02/13/2022,S8S111F47H8V,RIDGE ROAD,JERRY SMITH RD,0,N,S22-02037,SUNDAY,01:59,13,19,5556
121,02/13/2022,S8S112F49PWS,COMFORT ROAD,,0,N,S22-02065,SUNDAY,18:44,61,77,5551
122,02/14/2022,S8S117F4CFT7,RTE 34/96,THOMAS RD,0,N,S22-02115,MONDAY,07:27,61,77,5557
123,02/14/2022,S8S114F4D2VL,PERUVILLE ROAD,,0,N,S22-02119,MONDAY,09:38,19,66,5556
124,02/14/2022,S8S115F4DLLV,VAN KIRK ROAD,,0,N,S22-02126,MONDAY,16:10,61,77,5557
125,02/15/2022,S8S120F4JR0L,EAST SHORE DRIVE,,0,N,S22-02191,TUESDAY,23:29,61,77,5556
126,02/15/2022,S8S114F4GHDC,VANKIRK ROAD,,0,N,S22-02156,TUESDAY,06:14,61,77,5557
127,02/15/2022,S8S114F4HTKP,CATHERWOOD ROAD,,0,N,S21-02179,Tuesday,16:35,07,77,5523
128,02/15/2022,S8S113F4HJN2,DRIVEWAY,NORTH TRIPHAMMER ROAD,0,N,S22-02175,Tuesday,14:28,04,77,5523
129,02/15/2022,S80K91F4GD9H,STATE HIGHWAY 13,,0,N,S22-02154,Tuesday,05:58,07,77,5552
130,02/15/2022,S8S113F4H45W,STATE HIGHWAY 13,,0,N,S22-02168,Tuesday,11:33,04,77,5523
131,02/15/2022,S8S115F4J93P,ELM STREET EXT,,0,N,S22-02183,TUESDAY,19:46,61,77,5555
132,02/15/2022,S8S117F4H3HN,150 BOSTWICK RD,BOSTWICK RD,0,N,S22-02166,Tuesday,10:51,03,77,5555
133,02/16/2022,S8S115F4M77B,PINE TREE ROAD,PLAZA,0,N,S22-02228,Wednesday,17:36,07,99,5555
134,02/17/2022,S80K91F4N56W,STATE HIGHWAY 13,,0,N,S22-02243,THURSDAY,01:07,61,77,5552
135,02/17/2022,S8S114F4QD5D,TAUGHANNOCK BOULEVARD,KRAFT ROAD,0,N,S22-02272,THURSDAY,17:43,61,77,5558
136,02/17/2022,S80K91F4NP50,CODDINGTON ROAD,,0,N,S22-02250,THURSDAY,04:50,61,77,5550
137,02/17/2022,S8S118F4QCDL,STATE HIGHWAY 13,,0,N,S22-02270,THURSDAY,16:45,27,99,5555
138,02/18/2022,S8S108F4T3QT,CATHERWOOD ROAD,CATHERWOOD RD,0,N,S22-02314,Friday,14:03,04,07,5523
139,02/18/2022,S8S119F4TKQR,WATERWAGON ROAD,EAST SHORE DRIVE,0,N,S22-02322,FRIDAY,09:00,19,77,5556
140,02/19/2022,S8S116F4WSCV,NORTH TRIPHAMMER ROAD,ASBURY ROAD,0,N,S22-02360,Saturday,10:23,77,99,5556
141,02/19/2022,S8S119F4XWF9,STATE HIGHWAY 13,HANSHAW ROAD,0,N,S22-02373,Saturday,18:51,07,77,5552
142,02/20/2022,S8S118F526CD,ELMIRA ROAD,,0,N,S22-02419,SUNDAY,19:20,61,77,5557
143,02/20/2022,S8S120F4ZLW9,STATE HIGHWAY 13,,0,N,S22-02381,SUNDAY,00:02,61,77,5523
144,02/21/2022,S8S111F55C1B,SLATERVILLE ROAD,,0,N,S22-02454,MONDAY,18:50,61,77,5555
145,02/22/2022,S8S115F56N4X,PERU SOUTH LANSING ROAD,,0,N,S22-02472,TUESDAY,04:46,61,77,5554
146,02/23/2022,S8S117F5B7T2,SOUTH DANBY ROAD,,0,N,S22-02504,WEDNESDAY,06:44,61,77,5551
147,02/23/2022,S8S111F5D5C6,MAIN STREET,,0,N,S22-02529,WEDNESDAY,22:02,61,77,5521
148,02/24/2022,S8S112F5GH7Z,40 CATHERWOOD ROAD,,0,N,S22-02559,Thursday,15:21,03,04,5556
149,02/25/2022,S8S120F5JT8L,HAYTS ROAD,,0,N,S22-02588,Friday,09:00,69,77,5555
150,02/25/2022,S8S106F5JL2T,WARREN ROAD,,0,N,S22-02586,FRIDAY,07:19,66,77,5556
151,02/26/2022,S8S117F5NKJH,HALSEYVILLE RD,,0,N,S22-02645,Saturday,13:10,77,77,5558
152,02/26/2022,S8S119F5PHCH,TAUGHANNOCK BOULEVARD,,0,N,S22-02655,SATURDAY,19:57,61,77,5558
153,02/26/2022,S8DEP3F5MMCD,COX ROAD,,0,N,S22-02632,SATURDAY,01:27,02,04,5557
154,02/27/2022,S8S114F5SFP1,PERU SOUTH LANSING ROAD,,0,N,S22-02689,SUNDAY,17:49,66,19,5552
155,02/27/2022,S8DEP2F7F0MJ,NORTH WOOD ROAD,,0,N,S22-02695,SUNDAY,21:10,02,77,5552
156,02/27/2022,S8S114F5SN2G,DAVIS ROAD,,0,N,S22-02695,SUNDAY,18:58,66,19,5554
157,02/28/2022,S8S108F5VPZF,WEST DANBY ROAD,,0,N,S22-02727,MONDAY,11:04,61,77,5551
158,02/28/2022,S8S118F5WH9Z,W DANBY ROAD,,0,N,S22-02736,Monday,07:43,99,99,5557
159,03/01/2022,S8S111F60V83,NORTH TRIPHAMMER ROAD,NYS ROUTE 13,1,N,S22-02785,Tuesday,18:16,04,77,5523
160,03/01/2022,S8S112F60QLD,1 BELLA VISTA DRIVE,,0,N,S22-02783,Tuesday,16:52,99,99,5555
161,03/01/2022,S8S113F5ZM8V,VANKIRK ROAD,,0,N,S22-02766,TUESDAY,09:19,61,77,5557
162,03/01/2022,S80K91F5Z4BK,ELMIRA ROAD,,0,N,S22-02763,TUESDAY,05:29,61,77,5557
163,03/02/2022,S8S112F63XNN,SHEFFIELD ROAD,MECKLENBURG ROAD,1,N,S22-02833,WEDNESDAY,17:17,05,28,5553
164,03/03/2022,S8S118F67PM1,TAUGHANNOCK BOULEVARD,,0,N,S22-2897,THURSDAY,21:12,61,77,5555
165,03/03/2022,S80K91F67X9D,SNYDER HILL ROAD,,0,N,S22-02899,THURSDAY,23:19,61,77,5552
166,03/03/2022,S8S105F677TJ,PERU SOUTH LANSING ROAD,,0,N,S22-02890,THURSDAY,18:20,61,77,5554
167,03/03/2022,S8S111F67HFS,STATE HIGHWAY 13,LOWER CREEK ROAD,2,N,S22-02894,Thursday,20:04,07,77,5552
168,03/04/2022,S8S108F69G1N,NORTH LANSING SCHOOL ROAD,,0,N,S22-02947,FRIDAY,10:31,19,27,5556
169,03/06/2022,S8S119F6JTC1,TAUGHANNOCK BOULEVARD,,0,N,S22-03083,SUNDAY,18:05,61,77,5558
170,03/07/2022,S8S114F6M2P4,PARKING LOT PLAZA,,0,N,S22-03108,Monday,10:45,03,77,5555
171,03/07/2022,S8S118F6N1VL,TAUGHANNOCK PARK ROAD,TRUMANSBURG ROAD,0,N,S22-03126,Monday,17:22,03,04,5558
172,03/08/2022,S8S113F6QQX3,DRIVEWAY,N TRIPHAMMER ROAD,0,N,S22-03169,TUESDAY,14:05,04,77,5523
173,03/08/2022,S8S113F6PLQC,WEST DRYDEN ROAD,,0,N,S22-03146,TUESDAY,05:44,60,66,5552
174,03/08/2022,S8S105F6RB96,DANBY ROAD,,0,N,S22-03177,TUESDAY,18:49,61,77,5555
175,03/08/2022,S8S112F6RBR0,HARFORD ROAD,,0,N,S22-03176,TUESDAY,18:44,61,77,5550
176,03/08/2022,S8S115F6PTSG,LOCKE ROAD,,0,N,S22-03148,TUESDAY,07:26,66,77,5556
177,03/09/2022,S80K91F6V3GV,LOCKE ROAD,OLD STAGE ROAD,0,N,S22-03221,Wednesday,15:29,07,77,5554
178,03/09/2022,S8S113F6THLF,MIDLINE ROAD,,0,N,S22-03214,WEDNESDAY,11:32,66,04,5552
179,03/09/2022,S8S112F6VCD1,LOCKE ROAD,,0,N,S22-03223,WEDNESDAY,17:07,66,77,5554
180,03/09/2022,S8S108F6TVSJ,GRIFFIN ROAD,,2,N,,WEDNESDAY,13:45,19,66,5553
181,03/09/2022,S102F6VBJ7,TAUGHANNOCK BOULEVARD,,0,N,S22-03225,WEDNESDAY,16:55,66,77,5558
182,03/09/2022,S8S112F6VJK2,COBB STREET,TALMADGE ROAD,0,N,S22-03229,WEDNESDAY,18:49,61,77,5554
183,03/10/2022,S8S119F6ZKWJ,NORTH TRIPHAMMER ROAD,,0,N,S22-03269,THURSDAY,17:46,61,77,5556
184,03/10/2022,S8DEP3F702RJ,SALEM DRIVE,DEERFIELD PLACE,0,N,S22-03271,THURSDAY,07:15,02,18,5555
185,03/10/2022,S80K91F6ZFZG,950 DANBY ROAD- ROGAN'S CORNER,,0,N,S22-3264,Thursday,16:37,03,77,5555
186,03/10/2022,S8S116F6W9GT,PERU SOUTH LANSING ROAD,OLD PERUVILLE ROAD,0,N,S22-03236,THURSDAY,00:43,04,77,5554
187,03/11/2022,S80K91F72XXR,DANBY ROAD,,0,N,S22-03321,FRIDAY,18:45,61,77,5551
188,03/11/2022,S8S114F73C0T,DRYDEN ROAD,STATE ROUTE 366,0,N,S22-03325,Friday,21:52,07,17,5552
189,03/12/2022,S80K91F75XKZ,HUNGERFORD ROAD,,0,N,S22-03353,SATURDAY,17:27,66,77,5552
190,03/12/2022,S8S111F75X30,DANBY ROAD,,0,N,S22-03352,Saturday,17:12,04,77,5551
191,03/12/2022,S8S117F74LQ6,RTE 89,,0,N,S22-03338,SATURDAY,07:16,66,77,5558
192,03/12/2022,S8S112F75FMK,DRYDEN ROAD,,0,N,S22-03349,SATURDAY,13:55,66,77,5552
193,03/13/2022,S8S106F77F6J,GEE HILL ROAD,W STATE ROAD,0,N,S22-03360,SUNDAY,03:49,04,66,5552
194,03/13/2022,S8S111F784HF,SHERATON DRIVE,,0,N,S22-03368,Sunday,09:51,03,04,5523
195,03/13/2022,S8S112F7824N,WARREN ROAD,,0,N,S22-03367,SUNDAY,08:27,04,66,5555
196,03/13/2022,S8S106F77CPJ,GEE HILL ROAD,W STATE ROAD,0,N,S22-03360,SUNDAY,03:49,66,04,5552
197,03/14/2022,S8S114F7D71P,NORTH LANSING SCHOOL ROAD,,0,N,S22-03413,Monday,16:29,13,19,5556
198,03/14/2022,S8S116F7BZS6,PERU SOUTH LANSING ROAD,,0,N,S22-03394,MONDAY,06:55,61,77,5554
199,03/14/2022,S8S107F7CL54,GRAHAM ROAD WEST,,0,N,S22-03409,Monday,11:51,03,18,5556
200,03/15/2022,S8S115F7FMWC,STATE HIGHWAY 96,,0,N,S22-03423,TUESDAY,03:15,61,77,5558
201,03/15/2022,S8S118F7HG3P,FOREST HOME DRIVE,,0,N,S22-03450,Tuesday,16:55,19,27,5555
202,03/15/2022,S8DEP3F7JTR6,IRISH SETTLEMENT ROAD,,1,N,S22-03456,TUESDAY,20:17,02,19,5552
203,03/16/2022,S8S114F7KLD0,PERRY CITY ROAD,,0,N,S22-03474,WEDNESDAY,09:06,61,77,5558
204,03/16/2022,S8S112F7LJ2M,STATE HIGHWAY 13,WARREN RD,0,N,S22-03489,Wednesday,15:50,09,04,5523
205,03/16/2022,S8DEP2F7MFMT,PODUNK ROAD,AIKEN ROAD,0,N,S22-03505,WEDNESDAY,21:30,61,77,5553
206,03/16/2022,S8S109F7LWGN,DANBY ROAD,,0,N,S22-03497,WEDNESDAY,18:42,61,77,5555
207,03/16/2022,S8S115F7K7F7,RUMSEY HILL ROAD,,0,N,S22-03468,WEDNESDAY,05:58,69,77,5553
208,03/17/2022,S8S107F7P3LX,RIDGE ROAD,,0,N,S22-03536,THURSDAY,10:42,61,77,5556
209,03/17/2022,S80K91F7Q1SC,ELMIRA ROAD,TRACTOR SUPPLY ENTRANCE/EXIT,0,N,S22-03549,Thursday,18:11,17,77,5501
210,03/18/2022,S8S107F7SK47,NORTH TRIPHAMMER ROAD,,0,N,S22-03618,Friday,12:56,07,13,5556
211,03/19/2022,S8SGT2F8C0ZB,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13,99,5557
212,03/19/2022,S8S117F7W23C,BENJAMIN HILL RD,,0,N,S22-03680,SATURDAY,07:25,61,77,5557
213,03/19/2022,S8S112F7WV7L,BUFFALO ROAD,,0,N,S22-03692,SATURDAY,14:03,19,15,5550
214,03/19/2022,S8S109F7XH8D,PARKING LOT,,0,N,S22-03702,Saturday,18:42,03,77,5523
215,03/19/2022,S8S109F7X65Q,DRIVEWAY,,0,N,S22-03699,Saturday,16:10,20,77,5523
216,03/19/2022,S8SGT2FHLPXK,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13,99,5557
217,03/19/2022,S8S106F7VCL7,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,,,5557
218,03/19/2022,S8SGT2F8K345,ELMIRA ROAD,TEST ROAD,0,Y,S22-03674,Saturday,01:18,13,99,5557
219,03/20/2022,S8S116F7ZT38,ELMIRA ROAD,,0,N,S22-03728,Sunday,03:55,61,77,5557
220,03/20/2022,S8S114F81CMK,COBB STREET,,0,N,S22-03745,Sunday,15:52,69,03,5554
221,03/20/2022,S8S114F81K2K,EAST SHORE DRIVE,,2,Y,S22-03749,SUNDAY,17:10,13,60,5555
222,03/21/2022,S8S109F84Q1Q,WARREN ROAD,DURCH MILL ROAD,0,N,S22-03785,Monday,17:12,09,77,5556
223,03/21/2022,S8S109F84KH2,SEVEN MILE DRIVE,,0,N,S22-03780,MONDAY,15:18,18,99,5555
224,03/21/2022,S8S113F83QL9,MAIN STREET,ETNA LANE,0,N,S22-03766,Monday,09:38,07,77,5552
225,03/22/2022,S8S107F86F2Q,CORTLAND ROAD,SALT ROAD,0,N,S22-03806,Tuesday,05:51,04,77,5554
226,03/23/2022,S8S113F88XXT,MECKLENBURG ROAD,,0,N,S22-03849,WEDNESDAY,01:10,61,77,5553
227,03/23/2022,S8S107F89PBD,MYERS ROAD,LEROY AVENUE,0,N,S22-03854,WEDNESDAY,06:24,61,77,5556
228,03/26/2022,S8S109F8SZ01,TROY ROAD,,0,N,S22-04014,SATURDAY,19:26,02,13,5551
229,03/27/2022,S8S113F8PPQV,ELMIRA ROAD,,0,N,S22-04023,Sunday,00:10,99,77,5555
230,03/27/2022,S8S113F8RB3D,BROOKTONDALE ROAD,,0,N,S22-04043,Sunday,12:26,18,04,5550
231,03/28/2022,S8S108F8V9MX,WHITE CHURCH ROAD,VALLEY ROAD,0,N,S22-04103,MONDAY,10:42,66,77,5550
232,03/28/2022,S8S111F8V348,FREEVILLE ROAD,GEORGE RD,2,N,S22-04096,Monday,09:13,07,66,5552
233,03/28/2022,S8S108F8V34D,WARREN ROAD,HANSHAW RD,0,N,S22-04098,Monday,09:31,09,66,5555
234,03/28/2022,S8S117F8V7X3,EAST KING RD,RTE 96B,0,N,S22-04101,MONDAY,10:30,66,77,5555
235,03/28/2022,S8S113F8V17Q,NORTH TRIPHAMMER ROAD,CATHERWOOD ROAD,0,N,S22-04095,Monday,08:57,66,77,5523
236,03/29/2022,S8S108F8Z3MR,DRYDEN ROAD,MINEAH ROAD,3,N,S22-04128,Tuesday,08:04,07,77,5552
237,03/29/2022,S8S111F8Z0SP,TRUMANSBURG ROAD,DUBOIS RD,0,N,S22-04127,Tuesday,07:31,09,04,5555
238,03/29/2022,S8S118F905F8,FIVE MILE DRIVE,ELMIRA ROAD,0,N,S22-04142,Tuesday,15:35,04,09,5555
239,04/01/2022,S8S118F9B97D,ELMIRA ROAD,PARK ROAD,0,N,S22-04271,FRIDAY,19:58,61,77,5555
240,04/03/2022,S8S115F9H0L6,PENNSYLVANIA AVENUE EXTENSION,,0,N,S22-04332,SUNDAY,07:16,69,03,5555
241,04/03/2022,S8S115F9JP6S,CODDINGTON ROAD,,0,N,S22-04349,SUNDAY,20:08,61,77,5551
242,04/03/2022,S8S119F9G942,SHAFFER ROAD,,0,N,S22-04322,SUNDAY,01:46,61,77,5557
243,04/04/2022,S8S120F9M3HG,SHEFFIELD ROAD,,0,N,S22-04376,MONDAY,14:00,61,77,5555
244,04/04/2022,S8S112F9LQ1X,NORTH TRIPHAMMER ROAD,,0,N,S22-04372,Monday,11:05,03,03,5523
245,04/04/2022,S8S107F9M134,STATE HIGHWAY 13,WARREN RD,3,N,S22-4375,Monday,13:19,07,04,5523
246,04/05/2022,S8S119F9RHL4,TROY ROAD,,0,N,S22-04435,TUESDAY,23:17,61,77,5555
247,04/06/2022,S8S113F9TF9D,MECKLENBURG ROAD,SHEFFIELD ROAD,0,N,S22-04452,WEDNESDAY,13:20,69,77,5553
248,04/07/2022,S8DEP3F9ZMWW,RIDGE ROAD,,1,N,S22-04515,THURSDAY,19:12,02,66,5556
249,04/07/2022,S8S111F9XDSF,COUNTY HOSPITAL RD,,0,N,S22-04501,Thursday,11:50,04,77,5555
250,04/07/2022,S80K91F9ZRDF,ELLIS HOLLOW ROAD,,1,N,S22-04517,THURSDAY,21:15,19,02,5552
