,Count Location,FROM,TO,AADT,lat,long,slat,slong,flat,flong
193,Rt 13 - Elmira Rd,Rt 327,Rt 13A,"18,318",42.420094,-76.52160255,42.4256599,-76.511744,42.4145281,-76.5314611
194,Rt 13 - Elmira Rd,Start 13 34 96 OLAP,Rt 327,"17,634",42.4423069,-76.50607649999999,42.4589539,-76.50040899999999,42.4256599,-76.511744
195,Rt 13 - Elmira Rd,County Line,Start 13 34 96 OLAP,"6,773",42.44367414999999,-76.5042493,42.42839439999999,-76.50808959999999,42.4589539,-76.50040899999999
196,Rt 13 - North St,Start 13 38 OLAP,End 13 38 OLAP,"11,202",42.4431689,-76.506298,42.4439614,-76.5018807,42.4423764,-76.5107153
197,Rt 13A - Floral Ave,Ithaca C/L,Rt 79,"5,330",42.42494245,-76.51085334999999,42.4199229,-76.4969344,42.429962,-76.5247723
198,Rt 13A - Floral Ave,13 34 96,Bostwick Rd,"6,094",42.44183625,-76.5399131,42.4609226,-76.5004345,42.4227499,-76.5793917
199,Rt 13A - Floral Ave,Bostwick Rd,Ithaca C/L,"5,264",42.4213364,-76.53816305000001,42.4227499,-76.5793917,42.4199229,-76.4969344
200,Rt 222 - Cortland Rd,Salt Rd,County Line,"2,631",42.518214650000004,-76.4130368,42.5924679,-76.3241929,42.4439614,-76.5018807
201,Rt 222 - Cortland Rd,Rt 38,Salt Rd,"2,375",42.518214650000004,-76.4130368,42.4439614,-76.5018807,42.5924679,-76.3241929
202,Rt 227,Curry Rd,Rt 96,"2,503",42.53435505,-76.67355595000001,42.5264776,-76.6813276,42.5422325,-76.6657843
203,Rt 327 - Enfield Main Rd,Gray Rd,R 79,368,42.417512,-76.6050187,42.4079749,-76.5790757,42.4270491,-76.6309617
204,Rt 327 - Enfield Rd,Rt 13 34 96,Gray Rd,537,42.4334644,-76.53974235,42.4589539,-76.50040899999999,42.4079749,-76.5790757
205,Rt 34 - Auburn Rd,34 34B OLAP,County Line,"2,050",42.49126995,-76.50233155000001,42.5385785,-76.5027824,42.4439614,-76.5018807
206,Rt 34 - East Shore Dr,End 13 34 OLAP,34 34B OlAp,"6,723",42.45993825,-76.50042174999999,42.4609226,-76.5004345,42.4589539,-76.50040899999999
207,Rt 34 - Peruville Rd,Start 34 34B OLAP,End 34 34B OLAP,"6,845",42.543170450000005,-76.44340545,42.5473782,-76.3951711,42.53896270000001,-76.4916398
208,Rt 34 - West Danby Rd,County Line,Newfield Depot Rd,"3,155",42.32509315,-76.53553115,42.2815655,-76.5189662,42.3686208,-76.5520961
209,Rt 34 - West Danby Rd,Station Rd,End 13 34 96 OLAP,"6,280",42.35061775,-76.53957455,42.3189238,-76.52548399999999,42.3823117,-76.5536651
210,Rt 34B - Peruville Rd,Rt 38,Benson Rd,"5,390",42.54358445000001,-76.42664185000001,42.5482062,-76.3616439,42.53896270000001,-76.4916398
211,Rt 34B - Peruville Rd,Benson Rd,34 34B OLAP,"5,397",42.53896270000001,-76.4916398,42.53896270000001,-76.4916398,42.53896270000001,-76.4916398
212,Rt 34B - Ridge Rd,Lansingville Rd,County Line,"2,541",42.5003665,-76.52498080000001,42.5567716,-76.5480809,42.4439614,-76.5018807
213,Rt 34B - Ridge Rd,34 34B OLAP,Lansingville Rd,"5,745",42.50786275,-76.52424495,42.4589539,-76.50040899999999,42.5567716,-76.5480809
214,Rt 366 - Dryden Rd,Forest Home Dr,Start 13 366 OLAP,"6,952",42.4550484,-76.44563765,42.44137320000001,-76.4820781,42.4687236,-76.4091972
215,Rt 366 - Dryden Rd,Rt 366,Forest Home Dr,"5,377",42.44137320000001,-76.4820781,42.44137320000001,-76.4820781,42.44137320000001,-76.4820781
216,Rt 366 - Ithaca Rd,Rt 79,Ithaca T/L,"3,793",42.43930385,-76.47985524999999,42.4410426,-76.47798759999999,42.4375651,-76.4817229
217,Rt 366 - Main St,End 13 366 OLAP,Freeville V/L,"3,343",42.732096350000006,-77.43092874999999,42.99546910000001,-78.45266029999999,42.4687236,-76.4091972
218,Rt 366 - Main St,Freeville V/L,Rt 38,"5,824",42.732096350000006,-77.43092874999999,42.4687236,-76.4091972,42.99546910000001,-78.45266029999999
219,Rt 38 - Dryden-Harford Rd,County Line,13 38 OLAP,"3,549",42.4343488,-76.2478539,42.4343488,-76.2478539,42.4343488,-76.2478539
220,Rt 38 - Freeville Rd,End 13 38 OLAP,Rt 366,"2,596",42.4990583,-76.30921155,42.498813,-76.299365,42.4993036,-76.3190581
221,Rt 38 - Locke Rd,Rt 222,County Line,"1,995",42.4439614,-76.5018807,42.4439614,-76.5018807,42.4439614,-76.5018807
222,Rt 392 - Virgil Rd,Rt 13 38 OLAP,County Line,"1,575",42.4439614,-76.5018807,42.4439614,-76.5018807,42.4439614,-76.5018807
223,Rt 79 - E State St,Ithaca C/L,Cornell St,"6,761",42.439318,-76.4987617,42.439318,-76.4987617,42.439318,-76.4987617
224,Rt 79 - Green St,Fulton St,Corn St,"4,717",42.4383463,-76.50807455,42.4382817,-76.51006009999999,42.4384109,-76.506089
225,Rt 79 - Hector St,Floral Ave,Ithaca T/L,"5,491",42.44258069999999,-76.50852535,42.44119999999999,-76.51517,42.4439614,-76.5018807
226,Rt 79 - Mecklenburg Rd,Ithaca C/L,Rt 327,"4,330",42.435451400000005,-76.56403259999999,42.4199229,-76.4969344,42.4509799,-76.6311308
227,Rt 79 - Seneca St W,Meadow St,Fulton St,"3,240",42.4402198,-76.4991397,42.4402198,-76.4991397,42.4402198,-76.4991397
228,Rt 79 - Seneca St W,Fulton St,Rt 89 96,"3,763",42.4403123,-76.49909085,42.4402198,-76.4991397,42.4404048,-76.499042
229,Count Location,FROM,TO,AADT,42.4439614,-76.5018807,42.4439614,-76.5018807,42.4439614,-76.5018807
230,Rt 79 - Slaterville Rd,County Line,Midline Rd,"3,657",42.40043635,-76.3673994,42.3789467,-76.27238679999999,42.421926,-76.462412
231,Rt 79 - Slaterville Rd,Midline Rd,Brooktondale Rd,"3,914",42.421926,-76.462412,42.421926,-76.462412,42.421926,-76.462412
232,Rt 79 - Slaterville Rd,Brooktondale Rd,Pine Tree Rd,"7,138",42.421926,-76.462412,42.421926,-76.462412,42.421926,-76.462412
233,Rt 79 - Slaterville Rd,Pine Tree Rd,Ithaca C/L,"6,399",42.42092445,-76.47967320000001,42.421926,-76.462412,42.4199229,-76.4969344
234,Rt 79 - State St E,Mitchell St,Seneca / Green Split,"6,811",42.4385866,-76.48872105000001,42.4378566,-76.4782813,42.4393166,-76.4991608
235,Rt 89 - Buffalo St W,Start 13 34 OLAP,Fulton St,"9,133",42.451116999999996,-76.4997789,42.4609226,-76.5004345,42.4413114,-76.4991233
236,Rt 89 - Buffalo St W,Fulton St,End 89 96 OLAP,"15,042",42.4413114,-76.4991233,42.4413114,-76.4991233,42.4413114,-76.4991233
237,Rt 96 - Cliff St,End 89 96 OLAP,Ithaca C/L,"10,881",42.4337714,-76.5068479,42.4476199,-76.5167614,42.4199229,-76.4969344
238,Rt 96 - Trumansburg Rd,Perry City Rd,Halseyville Rd,"5,342",42.511667749999994,-76.6159462,42.49578899999999,-76.59603539999999,42.5275465,-76.635857
239,Rt 96 - Trumansburg Rd,Ithaca C/L,Perry City Rd,"6,209",42.457855949999995,-76.5464849,42.4199229,-76.4969344,42.49578899999999,-76.59603539999999
240,Rt 96 - W Main St,Rt 227,County Line,"4,463",42.562371150000004,-76.6609773,42.4439614,-76.5018807,42.6807809,-76.8200739
241,Rt 96B - Clinton St W,Cayuga St,Rt 13 34 96,"5,737",42.4369167,-76.49955860000001,42.4369167,-76.49955860000001,42.4369167,-76.49955860000001
242,Rt 96B - Danby Rd,Michigan Hollow Rd,King Rd E,"4,105",42.378938,-76.49108915,42.3499176,-76.4790532,42.4079584,-76.50312509999999
243,Rt 96B - Danby Rd,King Rd,Ithaca C/L,"7,870",42.3562309,-76.450039,42.4079584,-76.50312509999999,42.3045034,-76.3969529
244,Sebring Rd,Test Rd,Trumbulls Cor Rd,392,42.32010005,-76.5516939,42.347204,-76.629683,42.2929961,-76.4737048
245,Sebring Rd,Rt 13,Test Rd,352,42.338022499999994,-76.63802294999999,42.328841,-76.6463629,42.347204,-76.629683
246,Seneca Rd,Covert T/L,Trumansburg V/L,509,42.45070235,-76.51334795,42.4439614,-76.5018807,42.4574433,-76.5248152
247,Seneca St W,Geneva St,Albany St,"10,837",42.4403356,-76.5012744,42.4403511,-76.5007834,42.4403201,-76.5017654
248,Seneca St W,Geneva St,Cayuga St,"9,742",42.4403778,-76.49992375,42.4403511,-76.5007834,42.4404045,-76.4990641
249,Seneca St W,Plain St N,Albany St N,"5,458",42.440285349999996,-76.50287,42.4402506,-76.50397459999999,42.4403201,-76.5017654
250,Seneca St W,Plain St N,Corn St N,"5,941",42.44021725,-76.50507625,42.4402506,-76.50397459999999,42.44018390000001,-76.5061779
251,Sheldon Rd,Neimi Rd,Rt 34B,565,42.5245297,-76.41488365,42.5022522,-76.4134036,42.5468072,-76.41636369999999
252,Shelter Valley Rd,End,Crestview Rd,318,42.36445155,-76.47730485,42.435907,-76.4809049,42.2929961,-76.4737048
253,Shelter Valley Rd,Crestview Ln,End,493,42.40494344999999,-76.5190809,42.37397989999999,-76.5572569,42.435907,-76.4809049
254,South St Ext,Podunk Rd,Penn Ave,600,42.52404195,-76.6625409,42.522717,-76.6626369,42.52536689999999,-76.6624449
255,Southworth St,Lake Rd,Dryden V/L,128,42.44301575,-76.4931977,42.4439614,-76.5018807,42.4420701,-76.4845147
256,Spencer Rd,Stone Quarry Rd,Traffic Circle,"3,925",42.435710549999996,-76.50385985,42.4274597,-76.505839,42.4439614,-76.5018807
257,Spencer St,Traffic Circle,Cayuga St,"8,813",42.43928944999999,-76.50037345000001,42.4439614,-76.5018807,42.43461749999999,-76.49886620000001
258,Springhouse Rd,Rt 13,Rt 38,"2,125",42.49436865,-76.31381085,42.4900195,-76.31356079999999,42.4987178,-76.3140609
259,State St,Meadow St,Fulton St,"6,302",42.439229,-76.5094151,42.439253,-76.5083392,42.439205,-76.510491
260,State St,Albany St,Meadow St,"2,104",42.439356000000004,-76.5050301,42.439459,-76.50172100000002,42.439253,-76.5083392
261,State St,Cayuga St,Albany St,"1,214",42.439497,-76.500371,42.439535,-76.499021,42.439459,-76.50172100000002
262,State St,Aurora St,Seneca / Green Split,"6,431",42.43739874999999,-76.50385675,42.434878,-76.494619,42.43991949999999,-76.5130945
263,Station Rd,34 96,Bald Hill Rd,169,42.3798417,-76.50176115,42.4410427,-76.5084255,42.3186407,-76.4950968
264,Stevens Rd,Rt 38,Lick St,134,42.5630552,-76.353364,42.5627891,-76.36423889999999,42.5633213,-76.34248910000001
265,Stevens Rd,Champlin Rd,School St,704,42.5040587,-76.4006647,42.564156,-76.2994487,42.4439614,-76.5018807
266,Stewart Ave,University Ave,Willard Way,"2,974",42.449864,-76.49058545,42.449279,-76.4903449,42.450449,-76.490826
267,Stewart Ave,State St,South Ave,"6,577",42.44353755,-76.49000720000001,42.439274,-76.48968500000001,42.4478011,-76.4903294
268,Stewart Ave,Willard Way,Ithaca C/L,"2,211",42.435185950000005,-76.4938802,42.450449,-76.490826,42.4199229,-76.4969344
269,Stone Quarry Rd,Ithaca C/L,Spencer Rd,"3,369",42.4236913,-76.5013867,42.4199229,-76.4969344,42.4274597,-76.505839
270,Stone Quarry Rd,King Rd,Ithaca C/L,"3,782",42.414986899999995,-76.50207714999999,42.41005089999999,-76.5072199,42.4199229,-76.4969344
271,Third St,Meadow St N,End,649,42.4467886,-76.5074023,42.4457605,-76.5085526,42.4478167,-76.506252
272,Thurston Ave,Barton Pl,University Ave,"5,699",42.452534650000004,-76.48509225000001,42.4537773,-76.4880974,42.451292,-76.4820871
273,Tioga St,Tompkins St,Lincoln St,"1,717",42.450242900000006,-76.49742395000001,42.4484319,-76.49730500000001,42.4520539,-76.49754290000001
274,Tioga St,State St,Tompkins st,818,42.44402045,-76.49705595,42.439609,-76.4968069,42.4484319,-76.49730500000001
275,Count Location,FROM,TO,AADT,42.4439614,-76.5018807,42.4439614,-76.5018807,42.4439614,-76.5018807
276,Town Line Rd,Sand Bank Rd,Danby T/L,181,42.3618546,-76.48489359999999,42.4057382,-76.5280003,42.317971,-76.4417869
277,Triphammer Rd,Wait Ave,Jessuo Rd,"4,335",42.455413400000005,-76.48139499999999,42.45452290000001,-76.481487,42.4563039,-76.481303
278,Triphammer Rd,Hanshaw Rd,Ithaca T/L,"8,377",42.4660077,-76.48170640000001,42.4700772,-76.4803153,42.4619382,-76.4830975
279,Triphammer Rd,Jessup Rd,Hanshaw Rd,"1,718",42.46319055,-76.48080915,42.4563039,-76.481303,42.4700772,-76.4803153
280,Trumbulls Cor Rd,Rt 13,Blovsky Hill Rd,855,42.367686250000006,-76.49221005,42.4423764,-76.5107153,42.2929961,-76.4737048
281,Trumbulls Cor Rd,Newfield T/L,Connecticut Hill Rd,696,42.40240515,-76.59076265,42.4439614,-76.5018807,42.3608489,-76.6796446
282,Trumbulls Cor Rd,Bolvsky Hill Rd,Newfield T/L,696,42.36847875,-76.48779275,42.2929961,-76.4737048,42.4439614,-76.5018807
283,Trumbulls Cor Rd,Main St,Rt 13,"1,906",42.4431689,-76.506298,42.4439614,-76.5018807,42.4423764,-76.5107153
284,Tuaghannock Park Rd,Rt 96,Rt 89,379,42.5385616,-76.62082195,42.5302189,-76.63724100000002,42.5469043,-76.6044029
285,Turkey Hill Rd,Ellis Hollow Rd,Stevenson Rd,"1,959",42.4378276,-76.428562,42.4307642,-76.42809299999999,42.444891,-76.42903100000001
286,University Ave,Lake St,East Ave,"4,980",42.4504947,-76.48709185,42.4496974,-76.4920966,42.451292,-76.4820871
287,University Ave,Linn St,Lake St,"2,361",42.446526,-76.49328034999999,42.4433546,-76.4944641,42.4496974,-76.4920966
288,Upper Creek Rd,Etna Rd,Rt 366,"1,496",42.4921593,-76.37791909999999,42.488055,-76.3848544,42.4962636,-76.37098379999999
289,Upper Creek Rd,Etna Rd,Rt 366,454,42.4921593,-76.37791909999999,42.488055,-76.3848544,42.4962636,-76.37098379999999
290,Valley Rd,Burns Rd,White Church Rd,943,42.378107150000005,-76.42277215,42.4091943,-76.4565359,42.34702,-76.3890084
291,Valley Rd,Elm St,Brooktondale Rd,"1,096",42.41316125,-76.46407855,42.4377532,-76.5199521,42.3885693,-76.408205
292,Wait Ave,Triphammer Rd,Thurston Ave,494,42.4540499,-76.48325,42.45452290000001,-76.481487,42.4535769,-76.485013
293,Walding Ln,Rt 34 96,End,11,42.37432115,-76.51097095,42.3046809,-76.5200612,42.4439614,-76.5018807
294,Walpole Rd,Groton V/L,Rt 38,488,42.52193535,-76.43623145000001,42.4439614,-76.5018807,42.5999093,-76.3705822
295,Warren Rd,Hanshaw Rd,Lansing V/L,"5,789",42.45553945,-76.48395385,42.4671175,-76.46602700000001,42.4439614,-76.5018807
296,Warren Rd,Forest Home Dr,Hanshaw Rd,"2,612",42.45956275,-76.46721350000001,42.452008,-76.4684,42.4671175,-76.46602700000001
297,Warren Rd,Ithaca T/L,Rt 13,"6,519",42.463070599999995,-76.48460370000001,42.4439614,-76.5018807,42.4821798,-76.4673267
298,Warren Rd,Rt 13,Asbury Rd,"3,850",42.50347305,-76.46999955,42.4821798,-76.4673267,42.5247663,-76.4726724
299,Waterburg Rd,Brook Rd,Indian Fort Rd,267,42.49998190000001,-76.58251990000001,42.4919779,-76.488028,42.50798590000001,-76.67701180000002
300,West Cortland St,Main St,Walpole St,488,42.5177216,-76.43768605,42.4439614,-76.5018807,42.5914818,-76.3734914
301,West Dryden Rd,Sheldon Rd,Caswell Rd,"2,525",42.51762495,-76.39495395,42.5170693,-76.4144638,42.5181806,-76.3754441
302,West Dryden Rd,Asbury Rd,Sheldon Rd,"2,019",42.5166342,-76.42765234999999,42.5161991,-76.4408409,42.5170693,-76.4144638
303,West Dryden Rd,Caswell Rd,Rt 38,"2,155",42.51846675,-76.3650762,42.5181806,-76.3754441,42.5187529,-76.3547083
304,West Dryden Rd,Dryden T/L,Asbury Rd,"1,271",42.4789173,-76.4626658,42.4416355,-76.4844907,42.5161991,-76.4408409
305,West Groton Rd,Lansing T/L,Spring St Ext,428,42.5176153,-76.44236674999999,42.4439614,-76.5018807,42.5912692,-76.3828528
306,West Lake Rd,Rt 38,Lake Rd,155,42.6740297,-76.52343545,42.904098,-76.5449902,42.4439614,-76.5018807
