,0,1
0,42.439318,-76.4987617
1,42.440864,-76.4780901
2,42.4404195,-76.4984741
3,42.4444656,-76.5089094
4,42.440864,-76.4780901
5,42.4423764,-76.5107153
6,42.4687062,-76.479944
7,42.4494675,-76.53374360000001
8,42.4573166,-76.512653
9,42.5422704,-76.60557639999999
10,42.440827,-76.51595750000001
11,42.7118632,-76.0328474
12,42.4534492,-76.4735027
13,42.4509799,-76.6311308
